,clienteID,Churn,genero,idoso,parceiro,dependentes,meses_contrato,serviço_telefônico,multiplas_linhas,serviço_internet,segurança_online,backup_online,proteção_dispositivos,suporte_tecnico,streaming_tv,streaming_filmes,contrato,faturamento_sem_papel,metodo_pagamento,custos_mensais,custos_totais
1000,1450-GALXR,Sim,Mulher,0,Nao,Nao,10,Sim,Sim,Fibra optica,Nao,Nao,Nao,Sim,Sim,Sim,Mes-a-mes,Sim,Cheque eletronico,98.5,1058.25
1001,1450-SKCVI,Sim,Mulher,0,Nao,Nao,56,Sim,Nao,Fibra optica,Nao,Sim,Nao,Nao,Nao,Nao,Mes-a-mes,Sim,Cheque eletronico,73.85,4092.85
1002,1452-KIOVK,Nao,Homem,0,Nao,Sim,22,Sim,Sim,Fibra optica,Nao,Sim,Nao,Nao,Sim,Nao,Mes-a-mes,Sim,Cartao de credito(automatico),89.1,1949.4
1003,1452-UZOSF,Nao,Homem,0,Sim,Sim,72,Sim,Sim,Fibra optica,Sim,Sim,Sim,Sim,Sim,Nao,Dois anos,Sim,Cartao de credito(automatico),106.1,7548.6
1004,1452-VOQCH,Nao,Homem,0,Nao,Nao,1,Sim,Sim,Fibra optica,Nao,Nao,Nao,Nao,Nao,Nao,Mes-a-mes,Sim,Cheque eletronico,75.1,75.1
1005,1452-XRSJV,Nao,Mulher,0,Sim,Sim,39,Sim,Nao,DSL,Sim,Nao,Nao,Nao,Nao,Nao,Mes-a-mes,Nao,Cartao de credito(automatico),51.05,2066.0
1006,1453-RZFON,Nao,Mulher,0,Nao,Sim,1,Sim,Nao,DSL,Sim,Nao,Nao,Nao,Nao,Nao,Mes-a-mes,Nao,Cheque enviado,49.9,49.9
1007,1455-ESIQH,Sim,Homem,0,Nao,Nao,1,Sim,Nao,Fibra optica,Nao,Nao,Nao,Nao,Sim,Sim,Mes-a-mes,Sim,Cheque eletronico,89.1,89.1
1008,1455-HFBXA,Nao,Homem,0,Sim,Nao,52,Sim,Sim,Fibra optica,Sim,Nao,Sim,Sim,Nao,Nao,Dois anos,Sim,Cartao de credito(automatico),91.6,4627.8
1009,1455-UGQVH,Sim,Homem,0,Sim,Nao,10,Sim,Sim,Fibra optica,Nao,Nao,Sim,Nao,Sim,Sim,Mes-a-mes,Sim,Cheque eletronico,98.5,1037.75
1010,1456-TWCGB,Nao,Homem,0,Nao,Nao,4,Sim,Nao,DSL,Nao,Sim,Nao,Nao,Nao,Nao,Mes-a-mes,Nao,Cheque enviado,49.25,208.45
1011,1459-QNFQT,Nao,Homem,0,Sim,Sim,70,Nao,Sem servico telefonico,DSL,Sim,Nao,Sim,Sim,Sim,Sim,Dois anos,Nao,Tranferencia bancaria(automatico),59.5,4144.8
1012,1460-UZPRJ,Nao,Homem,0,Sim,Nao,60,Sim,Nao,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Dois anos,Nao,Cheque enviado,19.95,1258.15
1013,1465-LNTLJ,Nao,Homem,1,Sim,Nao,8,Sim,Nao,DSL,Nao,Nao,Sim,Sim,Nao,Sim,Mes-a-mes,Sim,Cartao de credito(automatico),64.4,581.7
1014,1465-VINDH,Sim,Mulher,0,Sim,Sim,10,Sim,Sim,Fibra optica,Nao,Sim,Sim,Nao,Sim,Sim,Mes-a-mes,Sim,Cartao de credito(automatico),102.1,1068.85
1015,1465-WCZVT,Nao,Mulher,0,Sim,Sim,3,Sim,Nao,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Mes-a-mes,Nao,Cheque enviado,19.65,60.65
1016,1468-DEFNC,Nao,Homem,1,Sim,Sim,64,Sim,Sim,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Dois anos,Sim,Tranferencia bancaria(automatico),24.4,1548.65
1017,1469-LBJQJ,Nao,Mulher,0,Sim,Nao,66,Sim,Sim,Fibra optica,Nao,Sim,Sim,Nao,Sim,Sim,Mes-a-mes,Sim,Cheque eletronico,105.2,6936.85
1018,1470-PSXNM,Nao,Homem,0,Sim,Sim,49,Sim,Sim,Fibra optica,Nao,Sim,Sim,Nao,Sim,Nao,Um ano,Sim,Cheque eletronico,93.65,4520.15
1019,1471-GIQKQ,Nao,Mulher,0,Nao,Nao,1,Sim,Nao,DSL,Nao,Sim,Nao,Nao,Nao,Nao,Mes-a-mes,Nao,Cheque eletronico,49.95,49.95
1020,1472-TNCWL,Nao,Homem,0,Nao,Sim,36,Sim,Nao,Fibra optica,Nao,Sim,Nao,Nao,Sim,Sim,Mes-a-mes,Sim,Cheque eletronico,94.7,3512.5
1021,1474-JUWSM,Nao,Mulher,0,Sim,Nao,58,Sim,Sim,DSL,Sim,Nao,Nao,Sim,Nao,Sim,Um ano,Sim,Cheque eletronico,68.4,3972.25
1022,1475-VWVDO,Nao,Homem,0,Nao,Nao,7,Sim,Nao,Fibra optica,Nao,Nao,Sim,Nao,Nao,Nao,Mes-a-mes,Sim,Cheque eletronico,74.9,490.55
1023,1478-VPOAD,Nao,Mulher,0,Nao,Nao,1,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mes-a-mes,Nao,Cheque eletronico,43.8,43.8
1024,1480-BKXGA,Nao,Homem,1,Sim,Nao,72,Sim,Sim,Fibra optica,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Sim,Tranferencia bancaria(automatico),116.05,8404.9
1025,1480-IVEVR,Nao,Homem,1,Sim,Nao,35,Sim,Sim,Fibra optica,Nao,Nao,Sim,Nao,Nao,Nao,Um ano,Sim,Tranferencia bancaria(automatico),81.6,2815.25
1026,1481-ZUWZA,Sim,Homem,0,Nao,Nao,28,Sim,Sim,Fibra optica,Sim,Sim,Nao,Nao,Nao,Sim,Mes-a-mes,Sim,Cartao de credito(automatico),94.5,2659.4
1027,1482-OXZSY,Nao,Homem,0,Nao,Nao,30,Sim,Sim,Fibra optica,Sim,Nao,Nao,Nao,Sim,Sim,Mes-a-mes,Sim,Tranferencia bancaria(automatico),100.4,2936.25
1028,1485-YDHMM,Nao,Homem,0,Sim,Sim,52,Sim,Sim,Fibra optica,Nao,Sim,Nao,Sim,Nao,Sim,Mes-a-mes,Sim,Tranferencia bancaria(automatico),93.25,4631.7
1029,1488-PBLJN,Nao,Mulher,0,Sim,Sim,72,Sim,Sim,Fibra optica,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Sim,Tranferencia bancaria(automatico),116.85,8477.7
1030,1488-SYSFC,Nao,Homem,0,Sim,Sim,31,Sim,Nao,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Mes-a-mes,Sim,Cheque eletronico,20.65,702.05
1031,1492-KGETH,Nao,Homem,0,Sim,Sim,70,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Nao,Sim,Um ano,Nao,Tranferencia bancaria(automatico),78.35,5445.95
1032,1492-QGCLU,Nao,Homem,0,Sim,Sim,53,Sim,Sim,DSL,Sim,Nao,Sim,Sim,Sim,Sim,Mes-a-mes,Nao,Cheque eletronico,85.7,4616.1
1033,1493-AMTIE,Sim,Homem,0,Nao,Nao,1,Sim,Nao,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Mes-a-mes,Sim,Tranferencia bancaria(automatico),20.2,20.2
1034,1494-EJZDW,Nao,Mulher,0,Sim,Sim,10,Sim,Nao,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Dois anos,Nao,Cheque enviado,20.15,220.8
1035,1496-GGSUK,Sim,Mulher,1,Nao,Nao,1,Nao,Sem servico telefonico,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mes-a-mes,Sim,Cheque enviado,25.7,25.7
1036,1498-DQNRX,Nao,Mulher,0,Sim,Nao,29,Sim,Nao,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Mes-a-mes,Nao,Cheque enviado,19.85,573.05
1037,1498-NHTLT,Nao,Homem,0,Sim,Sim,59,Sim,Nao,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Sim,Cheque eletronico,86.75,5186.0
1038,1501-SGHBW,Sim,Homem,0,Nao,Nao,2,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mes-a-mes,Nao,Cheque enviado,45.85,81.0
1039,1502-XFCVR,Sim,Mulher,0,Nao,Nao,58,Sim,Nao,Fibra optica,Sim,Sim,Sim,Nao,Sim,Sim,Um ano,Sim,Cheque eletronico,106.45,6145.85
1040,1506-YJTYT,Nao,Homem,0,Sim,Sim,45,Sim,Sim,DSL,Sim,Sim,Nao,Sim,Sim,Nao,Dois anos,Nao,Cartao de credito(automatico),73.85,3371.0
1041,1508-DFXCU,Nao,Homem,0,Nao,Nao,12,Sim,Nao,Fibra optica,Nao,Nao,Nao,Nao,Sim,Nao,Mes-a-mes,Sim,Cheque eletronico,81.45,912.0
1042,1513-XNPPH,Sim,Mulher,0,Nao,Nao,12,Sim,Nao,Fibra optica,Nao,Nao,Sim,Sim,Nao,Sim,Mes-a-mes,Sim,Cheque eletronico,89.4,1095.65
1043,1518-OMDIK,Nao,Homem,0,Sim,Nao,33,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mes-a-mes,Sim,Cartao de credito(automatico),44.55,1462.6
1044,1518-VOWAV,Sim,Mulher,0,Nao,Nao,9,Sim,Nao,DSL,Sim,Sim,Nao,Nao,Sim,Sim,Mes-a-mes,Sim,Cheque eletronico,74.65,703.55
1045,1522-VVDMG,Sim,Homem,0,Sim,Sim,7,Sim,Nao,Fibra optica,Nao,Sim,Nao,Sim,Sim,Nao,Mes-a-mes,Sim,Cheque eletronico,89.75,608.8
1046,1525-LNLOJ,Nao,Homem,0,Sim,Sim,66,Sim,Sim,DSL,Nao,Nao,Sim,Nao,Sim,Nao,Dois anos,Sim,Tranferencia bancaria(automatico),63.3,4189.7
1047,1527-SXDPN,Sim,Homem,0,Sim,Sim,52,Sim,Sim,Fibra optica,Nao,Nao,Sim,Sim,Nao,Sim,Dois anos,Sim,Tranferencia bancaria(automatico),96.25,4990.25
1048,1530-ZTDOZ,Nao,Mulher,0,Sim,Nao,49,Nao,Sem servico telefonico,DSL,Sim,Nao,Nao,Nao,Sim,Nao,Mes-a-mes,Nao,Tranferencia bancaria(automatico),40.65,2070.75
1049,1534-OULXE,Nao,Mulher,0,Sim,Sim,61,Sim,Nao,DSL,Sim,Nao,Nao,Nao,Nao,Nao,Um ano,Sim,Tranferencia bancaria(automatico),49.7,2961.4
1050,1535-VTJOQ,Nao,Mulher,0,Nao,Nao,24,Sim,Sim,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Dois anos,Nao,Cartao de credito(automatico),25.15,553.0
1051,1536-HBSWP,Nao,Mulher,0,Nao,Nao,1,Sim,Nao,DSL,Nao,Nao,Nao,Sim,Nao,Nao,Mes-a-mes,Sim,Cheque eletronico,49.9,49.9
1052,1536-YHDOE,Nao,Homem,0,Sim,Sim,17,Sim,Sim,DSL,Sim,Nao,Nao,Sim,Nao,Nao,Um ano,Sim,Cheque enviado,62.1,1096.65
1053,1539-LNKHM,Nao,Mulher,0,Nao,Nao,12,Sim,Nao,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Mes-a-mes,Nao,Cheque enviado,20.4,266.6
1054,1541-ETJZO,Sim,Homem,0,Nao,Nao,1,Sim,Sim,DSL,Nao,Nao,Sim,Sim,Nao,Nao,Mes-a-mes,Nao,Cheque enviado,62.05,62.05
1055,1543-LLLFT,Nao,Homem,1,Sim,Nao,61,Sim,Sim,Fibra optica,Nao,Sim,Sim,Sim,Sim,Nao,Um ano,Sim,Cheque enviado,98.3,6066.55
1056,1544-JJMYL,Nao,Homem,0,Nao,Nao,27,Sim,Nao,DSL,Sim,Nao,Sim,Sim,Sim,Nao,Um ano,Nao,Cartao de credito(automatico),69.35,1927.3
1057,1545-ACTAS,Nao,Mulher,0,Sim,Sim,48,Sim,Nao,Fibra optica,Sim,Nao,Sim,Nao,Sim,Sim,Um ano,Sim,Tranferencia bancaria(automatico),99.7,4977.2
1058,1545-JFUML,Nao,Homem,0,Sim,Nao,71,Sim,Sim,Fibra optica,Sim,Sim,Sim,Nao,Sim,Nao,Dois anos,Sim,Cheque eletronico,99.0,6994.6
1059,1548-ARAGG,Nao,Mulher,0,Sim,Sim,4,Sim,Sim,DSL,Nao,Sim,Nao,Sim,Nao,Nao,Mes-a-mes,Sim,Cheque enviado,58.5,224.85
1060,1548-FEHVL,Nao,Homem,0,Sim,Nao,61,Sim,Sim,Fibra optica,Sim,Sim,Nao,Nao,Sim,Sim,Mes-a-mes,Sim,Cheque eletronico,106.2,6375.2
1061,1550-EENBN,Nao,Mulher,0,Nao,Nao,31,Sim,Sim,Fibra optica,Sim,Sim,Nao,Nao,Sim,Sim,Mes-a-mes,Nao,Cheque eletronico,104.35,3205.6
1062,1550-LOAHA,Sim,Mulher,0,Sim,Nao,32,Sim,Nao,Fibra optica,Nao,Sim,Nao,Nao,Nao,Sim,Mes-a-mes,Nao,Tranferencia bancaria(automatico),84.15,2585.95
1063,1552-AAGRX,Nao,Mulher,0,Nao,Nao,30,Sim,Sim,Fibra optica,Sim,Nao,Nao,Sim,Sim,Sim,Mes-a-mes,Nao,Tranferencia bancaria(automatico),106.4,3211.9
1064,1552-CZCLL,Nao,Mulher,0,Sim,Sim,55,Sim,Nao,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Mes-a-mes,Nao,Cartao de credito(automatico),20.0,1087.25
1065,1552-TKMXS,Nao,Mulher,0,Sim,Nao,42,Sim,Nao,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Mes-a-mes,Nao,Cartao de credito(automatico),20.35,869.9
1066,1555-DJEQW,Sim,Mulher,0,Sim,Sim,70,Sim,Sim,Fibra optica,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Sim,Tranferencia bancaria(automatico),114.2,7723.9
1067,1555-HAPSU,Nao,Mulher,0,Sim,Sim,71,Sim,Sim,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Dois anos,Nao,Cartao de credito(automatico),23.9,1663.5
1068,1557-EMYVT,Nao,Mulher,0,Nao,Nao,43,Sim,Sim,Fibra optica,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Nao,Cartao de credito(automatico),115.05,4895.1
1069,1559-DTODC,Nao,Homem,0,Nao,Nao,19,Nao,Sem servico telefonico,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mes-a-mes,Sim,Tranferencia bancaria(automatico),25.15,468.35
1070,1561-BWHIN,Nao,Homem,0,Sim,Sim,19,Sim,Nao,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Um ano,Nao,Cheque enviado,19.8,344.5
1071,1563-IWQEX,Nao,Mulher,0,Nao,Nao,12,Sim,Nao,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Mes-a-mes,Nao,Cheque enviado,19.7,220.35
1072,1564-HJUVY,Nao,Homem,0,Nao,Nao,4,Sim,Nao,DSL,Nao,Sim,Nao,Sim,Sim,Nao,Mes-a-mes,Sim,Tranferencia bancaria(automatico),63.75,226.2
1073,1564-NTYXF,Sim,Mulher,1,Nao,Nao,13,Sim,Sim,Fibra optica,Nao,Nao,Nao,Nao,Nao,Sim,Mes-a-mes,Sim,Cheque eletronico,82.0,1127.2
1074,1565-RHDJD,Sim,Mulher,0,Nao,Sim,4,Sim,Sim,Fibra optica,Nao,Sim,Sim,Nao,Nao,Nao,Mes-a-mes,Nao,Tranferencia bancaria(automatico),84.05,333.55
1075,1567-DSCIC,Sim,Homem,0,Nao,Nao,8,Sim,Sim,Fibra optica,Nao,Sim,Sim,Nao,Sim,Nao,Mes-a-mes,Sim,Cheque eletronico,94.0,773.65
1076,1568-BEKZM,Nao,Homem,1,Sim,Nao,70,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Nao,Cartao de credito(automatico),90.05,6333.4
1077,1568-LJSZU,Nao,Homem,0,Sim,Sim,68,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Sim,Cartao de credito(automatico),92.2,6392.85
1078,1569-TTNYJ,Sim,Homem,0,Sim,Nao,5,Sim,Sim,Fibra optica,Nao,Sim,Nao,Nao,Nao,Nao,Mes-a-mes,Sim,Cheque eletronico,78.75,412.1
1079,1571-SAVHK,Sim,Homem,0,Nao,Nao,12,Sim,Sim,Fibra optica,Nao,Nao,Nao,Sim,Sim,Sim,Mes-a-mes,Sim,Cheque enviado,99.95,1132.75
1080,1573-LGXBA,Nao,Homem,0,Sim,Sim,57,Sim,Nao,Fibra optica,Nao,Sim,Sim,Nao,Sim,Sim,Um ano,Sim,Cartao de credito(automatico),97.55,5598.0
1081,1574-DYCWE,Nao,Mulher,0,Sim,Sim,51,Sim,Nao,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Dois anos,Nao,Cheque enviado,19.95,1028.75
1082,1575-KRZZE,Nao,Mulher,0,Nao,Nao,4,Sim,Nao,DSL,Sim,Sim,Nao,Nao,Nao,Nao,Mes-a-mes,Nao,Cheque eletronico,55.2,220.65
1083,1576-PFZIW,Nao,Homem,1,Sim,Nao,70,Sim,Nao,Fibra optica,Sim,Sim,Sim,Nao,Sim,Sim,Dois anos,Nao,Cartao de credito(automatico),105.35,7511.9
1084,1577-HKTFG,Sim,Mulher,0,Sim,Nao,30,Sim,Nao,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Mes-a-mes,Nao,Tranferencia bancaria(automatico),19.65,655.85
1085,1579-KLYDT,Sim,Homem,0,Nao,Nao,7,Sim,Sim,Fibra optica,Nao,Nao,Sim,Nao,Sim,Nao,Mes-a-mes,Sim,Cheque eletronico,90.45,593.45
1086,1580-BMCMR,Nao,Homem,1,Nao,Nao,19,Sim,Nao,Fibra optica,Sim,Nao,Nao,Nao,Nao,Sim,Mes-a-mes,Sim,Cheque eletronico,87.3,1637.3
1087,1582-RAFML,Sim,Homem,0,Nao,Nao,1,Sim,Sim,DSL,Nao,Sim,Nao,Sim,Nao,Nao,Mes-a-mes,Nao,Cheque enviado,60.1,60.1
1088,1583-IHQZE,Sim,Homem,0,Nao,Nao,12,Sim,Sim,Fibra optica,Nao,Sim,Sim,Sim,Sim,Sim,Mes-a-mes,Sim,Cheque enviado,112.95,1384.75
1089,1585-MQSSU,Sim,Homem,0,Nao,Nao,17,Sim,Nao,DSL,Nao,Nao,Nao,Sim,Nao,Nao,Mes-a-mes,Nao,Cheque enviado,51.5,900.5
1090,1587-FKLZB,Sim,Homem,1,Sim,Sim,66,Sim,Sim,Fibra optica,Nao,Nao,Sim,Nao,Sim,Sim,Mes-a-mes,Sim,Cartao de credito(automatico),99.5,6822.15
1091,1589-AGTLK,Sim,Homem,0,Nao,Nao,3,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mes-a-mes,Sim,Cheque eletronico,45.35,141.5
1092,1591-MQJTP,Nao,Homem,1,Sim,Nao,51,Sim,Sim,Fibra optica,Sim,Nao,Sim,Nao,Nao,Sim,Um ano,Sim,Tranferencia bancaria(automatico),93.65,4839.15
1093,1591-NFNLQ,Sim,Homem,0,Nao,Nao,51,Sim,Sim,Fibra optica,Nao,Nao,Sim,Nao,Nao,Nao,Mes-a-mes,Nao,Cartao de credito(automatico),80.0,4242.35
1094,1591-XWLGB,Nao,Mulher,0,Sim,Nao,71,Sim,Nao,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Dois anos,Nao,Cartao de credito(automatico),19.85,1379.6
1095,1596-BBVTG,Sim,Homem,0,Nao,Nao,35,Sim,Sim,Fibra optica,Nao,Nao,Nao,Nao,Nao,Nao,Mes-a-mes,Nao,Cartao de credito(automatico),75.35,2636.05
1096,1596-OQSPS,Nao,Mulher,0,Nao,Nao,11,Sim,Nao,DSL,Nao,Sim,Nao,Nao,Nao,Nao,Mes-a-mes,Nao,Cheque eletronico,51.1,531.15
1097,1597-FZREH,Sim,Mulher,0,Nao,Nao,2,Sim,Nao,DSL,Nao,Nao,Sim,Sim,Sim,Sim,Mes-a-mes,Nao,Cheque eletronico,76.4,160.8
1098,1597-LHYNC,Sim,Mulher,1,Nao,Nao,26,Sim,Sim,Fibra optica,Sim,Sim,Nao,Nao,Nao,Sim,Mes-a-mes,Sim,Cheque eletronico,95.0,2497.2
1099,1599-EAHXY,Nao,Homem,0,Sim,Sim,60,Sim,Sim,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Um ano,Nao,Cartao de credito(automatico),23.95,1506.4
1100,1599-MMYRQ,Nao,Homem,0,Sim,Sim,62,Sim,Nao,Fibra optica,Sim,Sim,Nao,Nao,Nao,Nao,Um ano,Sim,Cartao de credito(automatico),81.45,4983.05
1101,1600-DILPE,Nao,Mulher,0,Nao,Nao,12,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mes-a-mes,Sim,Tranferencia bancaria(automatico),45.0,524.35
1102,1602-IJQQE,Sim,Mulher,0,Nao,Nao,4,Sim,Sim,Fibra optica,Nao,Nao,Nao,Nao,Nao,Nao,Mes-a-mes,Nao,Cheque eletronico,75.35,338.1
1103,1608-GMEWB,Nao,Homem,1,Nao,Nao,45,Sim,Sim,Fibra optica,Nao,Nao,Nao,Nao,Sim,Sim,Mes-a-mes,Sim,Tranferencia bancaria(automatico),93.9,4200.25
1104,1612-EOHDH,Sim,Mulher,0,Nao,Nao,1,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mes-a-mes,Nao,Cheque eletronico,45.15,45.15
1105,1614-JBEBI,Nao,Mulher,0,Nao,Nao,8,Sim,Nao,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Mes-a-mes,Sim,Cheque enviado,20.7,137.6
1106,1618-CFHME,Sim,Mulher,0,Nao,Nao,2,Sim,Sim,Fibra optica,Nao,Nao,Nao,Nao,Nao,Nao,Mes-a-mes,Sim,Cheque eletronico,75.9,143.35
1107,1619-YWUBB,Nao,Mulher,0,Sim,Nao,68,Sim,Sim,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Dois anos,Sim,Cartao de credito(automatico),24.95,1614.9
1108,1621-YNCJH,Nao,Mulher,0,Sim,Nao,36,Sim,Sim,Fibra optica,Sim,Sim,Sim,Sim,Nao,Sim,Dois anos,Sim,Cartao de credito(automatico),106.05,3834.4
1109,1622-HSHSF,Nao,Mulher,0,Nao,Nao,1,Sim,Nao,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Mes-a-mes,Sim,Cheque enviado,19.55,19.55
1110,1623-NLDOT,Sim,Mulher,0,Sim,Nao,42,Nao,Sem servico telefonico,DSL,Nao,Sim,Nao,Sim,Nao,Nao,Um ano,Nao,Cheque enviado,33.55,1445.3
1111,1624-NALOJ,Sim,Homem,1,Nao,Nao,5,Sim,Sim,Fibra optica,Nao,Sim,Nao,Nao,Nao,Sim,Mes-a-mes,Sim,Cheque eletronico,89.8,502.6
1112,1624-WOIWJ,Sim,Mulher,0,Nao,Nao,10,Sim,Nao,Fibra optica,Sim,Nao,Nao,Nao,Sim,Nao,Mes-a-mes,Sim,Cheque enviado,84.7,832.05
1113,1625-JAIIY,Sim,Mulher,0,Sim,Sim,68,Sim,Sim,Fibra optica,Nao,Nao,Nao,Nao,Sim,Nao,Um ano,Sim,Cheque eletronico,83.0,5685.8
1114,1626-ERCMM,Sim,Homem,1,Sim,Nao,20,Sim,Sim,Fibra optica,Nao,Nao,Nao,Nao,Sim,Sim,Mes-a-mes,Sim,Cheque eletronico,94.55,1899.65
1115,1627-AFWVJ,Nao,Mulher,0,Nao,Nao,29,Sim,Nao,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Dois anos,Nao,Cheque enviado,19.4,554.25
1116,1628-BIZYP,Nao,Homem,0,Nao,Nao,1,Sim,Nao,Fibra optica,Nao,Sim,Nao,Nao,Nao,Sim,Mes-a-mes,Sim,Cheque eletronico,85.0,85.0
1117,1629-DQQVB,Nao,Mulher,0,Nao,Nao,14,Sim,Nao,DSL,Sim,Nao,Nao,Nao,Nao,Nao,Mes-a-mes,Nao,Tranferencia bancaria(automatico),50.1,709.5
1118,1635-FJFCC,Nao,Mulher,0,Nao,Nao,5,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mes-a-mes,Sim,Cartao de credito(automatico),44.05,202.15
1119,1635-HDGFT,Nao,Mulher,0,Nao,Sim,19,Sim,Nao,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Dois anos,Nao,Cheque enviado,20.5,398.55
1120,1635-NZATJ,Nao,Homem,1,Sim,Nao,71,Sim,Sim,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Dois anos,Nao,Cartao de credito(automatico),25.45,1789.65
1121,1636-NTNCO,Nao,Homem,1,Nao,Nao,4,Nao,Sem servico telefonico,DSL,Nao,Sim,Nao,Nao,Sim,Sim,Mes-a-mes,Sim,Cartao de credito(automatico),50.95,207.35
1122,1640-PLFMP,Nao,Mulher,0,Nao,Nao,1,Sim,Nao,Fibra optica,Nao,Nao,Nao,Nao,Nao,Nao,Mes-a-mes,Sim,Cheque eletronico,70.25,70.25
1123,1641-BYBTK,Nao,Homem,0,Nao,Sim,6,Sim,Nao,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Mes-a-mes,Sim,Cheque enviado,20.2,98.35
1124,1641-RQDAY,Nao,Mulher,1,Sim,Sim,32,Sim,Sim,Fibra optica,Nao,Sim,Nao,Nao,Sim,Sim,Mes-a-mes,Sim,Cheque eletronico,100.4,3217.65
1125,1642-HMARX,Nao,Mulher,0,Sim,Nao,68,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Sim,Cheque eletronico,91.7,6424.7
1126,1644-IRKSF,Sim,Mulher,0,Sim,Sim,33,Sim,Nao,Fibra optica,Nao,Nao,Sim,Nao,Sim,Sim,Um ano,Sim,Cheque eletronico,93.8,3124.5
1127,1656-DRSMG,Nao,Mulher,0,Nao,Nao,63,Sim,Sim,Fibra optica,Nao,Sim,Sim,Sim,Sim,Sim,Mes-a-mes,Sim,Cartao de credito(automatico),109.85,7002.95
1128,1657-DYMBM,Nao,Homem,0,Sim,Nao,53,Sim,Nao,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Dois anos,Nao,Cartao de credito(automatico),19.9,1110.05
1129,1658-BYGOY,Sim,Homem,1,Nao,Nao,18,Sim,Sim,Fibra optica,Nao,Nao,Nao,Nao,Sim,Sim,Mes-a-mes,Sim,Cheque eletronico,95.45,1752.55
